UNITID,INSTNM,INSTURL,LATITUDE,LONGITUDE,ADM_RATE,Rank,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,COSTT4_A,UGDS_MEN,UGDS_WOMEN,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS,Arrest,zip,Arrest.scale
144050,University of Chicago,WWW.UCHICAGO.EDU,41.78917,-87.601196,0.0876,4,720,800,715,800,710,780,760,758,745,32,35,33,35,31,35,NULL,NULL,34,34,33,NULL,1505,0,0.0058,0,0.0043,0,0,0.013,0,0,0,0,0.0534,0,0,0.0477,0.0079,0,0.1329,0.0838,0,0.0007,0,0.0347,0.0022,0.0888,0,0.0563,0,0.0404,0.3502,0,0,0,0,0.0296,0,0,0.0484,64988,0.5273,0.4727,0.4491,0.0475,0.0861,0.1714,0.0019,0.0005,5729,1,60637,0.001112347
144740,DePaul University,www.depaul.edu,41.923332,-87.654116,0.6988,121,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.0095,0.0029,0.0074,0.1367,0.0132,0.0519,0,0.0379,0,0,0.0077,0,0,0.0302,0.1134,0,0.0196,0.0082,0,0.0053,0,0.0098,0,0.0061,0,0.0715,0,0.0013,0.0959,0,0,0,0,0.0617,0.0207,0.2797,0.0093,48173,0.4667,0.5333,0.5518,0.0832,0.1756,0.0778,0.0008,0.0017,15858,25,60604,0.027808676
145619,Benedictine University,www.ben.edu,41.776395,-88.095948,0.7717,205,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,25,18,26,19,25,7,8,22,22,22,8,1030,0,0.0074,0,0,0.0296,0,0.0074,0,0.0359,0,0,0.0021,0.0349,0,0.0032,0.0011,0,0.0698,0.0074,0,0,0,0.0011,0,0.0063,0,0.0835,0.0106,0,0.0634,0,0,0,0,0.0106,0.2548,0.3679,0.0032,35143,0.4144,0.5856,0.4557,0.0944,0.1053,0.1501,0.0024,0.0021,3750,12,60532,0.013348165
145725,Illinois Institute of Technology,www.iit.edu,41.833801,-87.628346,0.506,116,520,640,640,740,NULL,NULL,580,690,NULL,25,31,25,32,27,32,NULL,NULL,28,29,30,NULL,1266,0,0,0.1721,0,0.0102,0,0.0971,0,0,0.5111,0.029,0,0,0,0,0.0034,0,0.0358,0.0136,0,0,0,0,0,0.0375,0,0.0307,0,0,0.0119,0,0,0,0,0,0,0.0477,0,51572,0.694,0.306,0.3326,0.0607,0.1402,0.1129,0.0033,0.0026,3046,2,60616,0.002224694
145813,Illinois State University,illinoisstate.edu/,40.509724,-88.99234,0.7388,142,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,26,21,26,20,26,NULL,NULL,24,24,23,NULL,1110,0.032,0,0,0,0.0693,0.0019,0.0274,0,0.1405,0,0.0181,0.01,0.0401,0,0.0373,0.0329,0,0.035,0.0165,0,0,0.0376,0.003,0,0.0146,0,0.039,0.0359,0.0111,0.0559,0,0,0,0,0.0459,0.0895,0.1806,0.026,26259,0.4495,0.5505,0.7817,0.0738,0.0879,0.0217,0.0012,0.0009,18056,203,61790,0.225806452
146719,Loyola University Chicago,www.luc.edu,41.999161,-87.657399,0.6334,106,520,630,530,630,520,620,575,580,570,25,29,25,31,24,28,8,9,27,28,26,9,1212,0,0.0144,0,0.0013,0.0805,0,0.0114,0,0.0216,0,0,0.0093,0,0.0292,0.0365,0,0,0.1513,0.0093,0,0.0008,0,0.011,0.0017,0.0136,0,0.1102,0.0322,0.0203,0.0877,0,0,0,0,0.0259,0.1382,0.1632,0.0301,48958,0.3528,0.6472,0.6028,0.0376,0.132,0.1105,0.001,0.0021,10042,2,60660,0.002224694
147703,Northern Illinois University,www.niu.edu,41.933791,-88.766065,0.5089,194,450,550,480,580,430,550,500,530,490,19,25,19,25,18,25,6,8,22,22,22,7,1030,0,0.006,0,0,0.0824,0,0.0174,0,0.0639,0.0435,0.0177,0.012,0.0476,0,0.0259,0.0305,0,0.0272,0.015,0,0.0011,0.021,0.0044,0,0.0259,0,0.0607,0,0.0027,0.0914,0,0,0,0,0.0503,0.1712,0.1671,0.0152,27959,0.5074,0.4926,0.5811,0.163,0.1442,0.0492,0.0015,0.0011,15391,101,60115,0.112347052
147767,Northwestern University,www.northwestern.edu,42.058377,-87.673653,0.1311,13,690,770,700,790,690,770,730,745,730,31,34,NULL,NULL,30,35,8,10,33,NULL,33,9,1461,0,0.0066,0.0027,0.0074,0.183,0,0.0164,0,0.0059,0.1455,0,0.0145,0,0,0.0184,0.0004,0,0.0637,0.0301,0,0.009,0,0.0102,0,0.018,0,0.079,0,0.0458,0.1643,0,0,0,0,0.0876,0.0156,0.052,0.0239,63028,0.4955,0.5045,0.5263,0.0579,0.1084,0.1693,0.0005,0,8725,1,60208,0.001112347
150136,Ball State University,www.bsu.edu,40.198942,-85.408863,0.5988,173,500,600,500,590,480,580,550,545,530,20,24,19,24,18,24,NULL,NULL,22,22,21,NULL,1066,0,0.0074,0.0326,0.0009,0.1211,0,0.013,0,0.1143,0.0003,0.0264,0.0133,0.0516,0.006,0.0187,0.0922,0,0.0269,0.004,0,0,0.013,0.0034,0,0.0094,0,0.0417,0.0363,0.0204,0.0357,0,0,0,0,0.0613,0.0925,0.1435,0.0142,21807,0.4162,0.5838,0.8189,0.074,0.0382,0.0101,0.0007,0.0011,15895,177,47306,0.196885428
151324,Indiana State University,www.indstate.edu,39.46873,-87.407085,0.8254,217,410,510,400,510,390,480,460,455,435,16,22,15,22,16,23,6,8,19,19,20,7,913,0,0,0.0006,0.0013,0.0482,0,0.0321,0,0.0944,0,0.0623,0.0116,0.0385,0,0.018,0.0064,0,0.0148,0.0135,0,0.0013,0.0552,0.0026,0,0.0154,0,0.0379,0,0.0141,0.1118,0,0,0,0.0308,0.0379,0.1676,0.1689,0.0148,19897,0.4619,0.5381,0.6637,0.1881,0.0321,0.012,0.0033,0.0008,10497,96,47809,0.106785317
152080,University of Notre Dame,www.nd.edu,41.703058,-86.238959,0.2114,16,660,750,680,770,NULL,NULL,705,725,NULL,32,34,NULL,NULL,NULL,NULL,NULL,NULL,33,NULL,NULL,NULL,1450,0,0.009,0.0228,0.0076,0,0,0.0209,0,0.0005,0.1277,0,0.0171,0,0,0.028,0.0157,0,0.0603,0.0199,0,0.0423,0,0.0109,0.009,0.0214,0,0.0465,0,0,0.1382,0,0,0,0,0.0404,0.0427,0.2968,0.0223,60117,0.5225,0.4775,0.7067,0.0368,0.1045,0.0571,0.002,0.0005,8427,39,46556,0.043381535
153603,Iowa State University,www.iastate.edu,42.026368,-93.648353,0.8691,106,460,630,530,680,NULL,NULL,545,605,NULL,21,29,20,29,21,29,NULL,NULL,25,25,25,NULL,1145,0.114,0.0104,0.0247,0.0007,0.0444,0,0.0085,0,0.0418,0.2082,0.0078,0.008,0.0451,0,0.0128,0.0184,0,0.055,0.0137,0,0.0197,0.0375,0.0024,0,0.013,0,0.0292,0,0.0009,0.0243,0,0,0,0,0.0461,0.0186,0.1792,0.0154,18828,0.5657,0.4343,0.765,0.0259,0.0449,0.0279,0.0023,0.0009,28336,294,50011,0.327030033
153658,University of Iowa,www.uiowa.edu,41.660695,-91.535698,0.8095,71,460,620,540,700,NULL,NULL,540,620,NULL,23,28,22,28,22,28,NULL,NULL,26,25,25,NULL,1164,0,0.0056,0,0.0048,0.0745,0,0.0158,0,0.0283,0.0706,0,0.0237,0,0,0.0435,0.0431,0,0.0306,0.0279,0,0.0275,0.1131,0.0085,0,0.015,0,0.0602,0,0.0112,0.0804,0,0,0,0,0.0516,0.0802,0.1693,0.0146,20691,0.4806,0.5194,0.6823,0.0296,0.0647,0.0311,0.0015,0.001,21486,109,52242,0.121245829
155317,University of Kansas,www.ku.edu,38.958551,-95.247618,0.9142,106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,28,22,29,21,28,NULL,NULL,25,26,25,NULL,1145,0,0.0137,0.0059,0.008,0.0988,0,0.0059,0,0.0385,0.0841,0,0.0263,0,0,0.0244,0.0241,0,0.0534,0.0154,0,0.0422,0.0351,0.0029,0,0.0151,0,0.0568,0,0.0219,0.0717,0,0,0,0,0.07,0.1207,0.1502,0.0149,23049,0.5012,0.4988,0.7349,0.047,0.0686,0.0416,0.0045,0.001,18802,162,66045,0.180200222
155399,Kansas State University,www.k-state.edu,39.188616,-96.581077,0.9493,142,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1195,0.0062,0.0003,0.0023,0.038,0,0.0108,0,0.0738,0.1103,0.0249,0.0064,0.0776,0,0.0077,0.0036,0,0.0301,0.0075,0,0.0213,0.0391,0.001,0,0.0087,0,0.0262,0,0.0116,0.093,0,0.0075,0,0.01,0.0344,0.0386,0.1796,0.01,20722,0.5222,0.4778,0.7783,0.0393,0.061,0.0129,0.0035,0.0013,19727,99,66506,0.110122358
156125,Wichita State University,www.wichita.edu,37.716484,-97.296733,0.9553,267,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0.0027,0.0334,0,0,0,0.0911,0.1099,0,0.0064,0,0,0.0133,0.0962,0,0.0215,0.0087,0,0,0.0513,0.0027,0,0.0234,0,0.0495,0.0412,0.0348,0.0247,0,0,0,0,0.0517,0.1639,0.1612,0.0124,15367,0.4772,0.5228,0.6351,0.0605,0.1,0.0698,0.0089,0.0011,11297,24,67260,0.026696329
157085,University of Kentucky,www.uky.edu,38.035818,-84.505653,0.7221,129,490,620,510,640,480,610,555,575,545,22,28,22,30,22,28,7,8,25,26,25,8,1142,0.0726,0.0093,0.0158,0.0013,0.0923,0,0.0158,0,0.1094,0.0971,0,0.0195,0.0543,0,0.0248,0,0,0.0493,0.0145,0,0.02,0,0.0045,0,0.0133,0,0.0563,0,0.014,0.0576,0,0,0,0,0.0235,0.0686,0.1542,0.0123,23162,0.4798,0.5202,0.7681,0.0768,0.0382,0.0254,0.0017,0.0012,21725,121,40506,0.134593993
157289,University of Louisville,www.louisville.edu,38.215752,-85.758843,0.7386,161,500,620,510,630,NULL,NULL,560,570,NULL,22,28,22,30,21,28,NULL,NULL,25,26,25,NULL,1144,0,0,0,0.008,0.0803,0,0,0,0.0824,0.0939,0,0.0108,0,0.0066,0.0316,0.0097,0,0.0455,0.0101,0,0.0024,0.1071,0.0042,0,0.0132,0,0.0682,0.0577,0.0191,0.0643,0,0,0,0,0.0396,0.0876,0.1391,0.0184,22389,0.4893,0.5107,0.763,0.1097,0.0396,0.0323,0.0013,0.0007,15038,12,40292,0.013348165
157757,Spalding University,www.spalding.edu,38.2415,-85.758851,0.4571,181,460,520,400,480,NULL,NULL,490,440,NULL,18,23,18,23,17,23,NULL,NULL,21,21,20,NULL,967,0,0,0,0,0.0569,0,0,0,0.0528,0,0,0,0,0,0.0081,0.0041,0,0,0,0,0.0122,0,0,0,0,0,0.1748,0,0.0894,0.0244,0,0,0,0,0,0.3984,0.1789,0,32509,0.3007,0.6993,0.665,0.2127,0.0416,0.0114,0.0024,0.0024,1227,0,40203,0
159647,Louisiana Tech University,www.latech.edu,32.525518,-92.64964,0.6503,201,470,570,500,600,NULL,NULL,520,550,NULL,21,27,21,28,20,26,NULL,NULL,24,25,23,NULL,1104,0.0283,0.021,0.0254,0,0.0167,0,0.0181,0,0.0544,0.1357,0.0377,0.0029,0.0341,0,0.0138,0.1016,0,0.0479,0.0131,0,0,0.037,0,0,0.0131,0,0.0377,0,0,0.0479,0,0,0,0.0269,0.0269,0.09,0.1582,0.0116,17862,0.5732,0.4268,0.705,0.1432,0.0122,0.0099,0.0044,0.0014,7272,20,71272,0.022246941
159939,University of New Orleans,www.uno.edu,30.028539,-90.068506,0.4357,255,500,630,500,670,NULL,NULL,565,585,NULL,21,25,21,26,20,25,NULL,NULL,23,24,23,NULL,1082,0,0,0,0.0014,0,0,0.0119,0,0.0476,0.0986,0,0.0077,0,0,0.0336,0.0014,0,0.0776,0.0049,0,0.1091,0,0.0042,0,0.0329,0,0.0755,0,0,0.0615,0,0,0,0,0.0874,0,0.3126,0.0322,16889,0.4982,0.5018,0.5531,0.1593,0.1023,0.0837,0.0039,0.0004,6742,5,70148,0.005561735
161253,University of Maine,www.umaine.edu/,44.895129,-68.67358,0.8257,173,480,590,480,600,460,570,535,540,515,21,27,NULL,NULL,NULL,NULL,NULL,NULL,24,NULL,NULL,NULL,1078,0.0422,0.0266,0,0.0006,0.0455,0.0162,0.0084,0,0.1052,0.1162,0.0617,0.0078,0.0299,0,0.0266,0.0091,0,0.061,0.011,0,0.0156,0.0071,0.0032,0,0.013,0,0.0695,0,0.0253,0.0799,0,0,0,0,0.0175,0.0695,0.1175,0.0136,22193,0.5255,0.4745,0.8176,0.0223,0.0249,0.0147,0.0111,0.0001,8682,7,4469,0.007786429
162007,Bowie State University,www.bowiestate.edu,39.018185,-76.759721,0.5506,206,410,480,400,460,390,460,445,430,425,15,18,14,17,15,17,6,8,17,16,16,7,867,0,0,0,0,0,0.1161,0.0418,0,0.0432,0,0,0,0.0513,0,0.0121,0,0,0.0621,0.004,0,0,0.0094,0,0,0,0,0.1012,0.0621,0.0337,0.0769,0,0,0,0,0.0297,0.1134,0.2024,0.0405,19456,0.3858,0.6142,0.0239,0.8732,0.0268,0.0134,0.0009,0.0018,4401,1,20715,0.001112347
162928,Johns Hopkins University,www.jhu.edu,39.32838,-76.620799,0.1608,12,670,740,690,770,670,760,705,730,715,31,34,31,35,30,35,8,10,33,33,33,9,1439,0,0.0107,0,0.0042,0,0.0054,0.0161,0,0.0054,0.1778,0,0.0071,0,0,0.0422,0,0,0.1314,0.0291,0,0.0357,0,0.0048,0,0.0232,0,0.0309,0,0,0.1338,0,0,0,0,0.047,0.2283,0.0535,0.0137,61481,0.4913,0.5087,0.4516,0.0533,0.1177,0.204,0.0008,0.0007,6039,6,21218,0.006674082
163453,Morgan State University,www.morgan.edu,39.344235,-76.584238,0.6525,224,400,480,400,480,NULL,NULL,440,440,NULL,16,19,14,19,16,18,NULL,NULL,18,17,17,NULL,874,0,0,0.0369,0,0.0922,0.0065,0.026,0,0.0727,0.103,0,0,0.0542,0,0.0195,0,0,0.0597,0.0033,0,0,0,0.0043,0,0.0087,0,0.0759,0,0.0423,0.0835,0,0,0,0,0.0293,0.0781,0.1931,0.0108,21666,0.4486,0.5514,0.0204,0.8473,0.0332,0.0112,0.0026,0.001,6239,1,21251,0.001112347
164924,Boston College,www.bc.edu,42.337688,-71.171488,0.3391,31,630,720,640,740,640,730,675,690,685,30,33,30,34,28,33,8,10,32,32,31,9,1380,0,0.0073,0,0.0004,0.088,0,0.0214,0,0.0282,0,0,0.009,0,0,0.0594,0,0,0.1,0.0128,0,0.0248,0,0.0201,0.0073,0.0162,0,0.1328,0,0,0.176,0,0,0,0,0.0222,0.0384,0.1969,0.0389,60690,0.4633,0.5367,0.6075,0.0401,0.1014,0.0952,0.0006,0.0001,9483,5,2467,0.005561735
164988,Boston University,www.bu.edu,42.349581,-71.09984,0.3451,42,570,680,620,730,600,690,625,675,645,27,31,27,33,26,31,8,9,29,30,29,9,1300,0,0,0.0023,0.0013,0.1471,0,0.023,0,0.0213,0.075,0.0025,0.0113,0,0,0.0215,0,0,0.0863,0.0096,0,0.0213,0,0.0096,0,0.0165,0,0.0548,0.0023,0.0094,0.1369,0,0,0,0,0.0385,0.0815,0.2159,0.0121,61396,0.391,0.609,0.4564,0.0342,0.0971,0.1341,0.0007,0.001,16457,24,2215,0.026696329
165015,Brandeis University,www.brandeis.edu/,42.364947,-71.254716,0.3522,35,590,710,660,770,640,710,650,715,675,29,33,29,34,28,33,8,10,31,32,31,9,1369,0,0.018,0,0.0852,0,0,0.0288,0,0.0072,0,0,0.0216,0,0,0.0276,0,0,0.1705,0.0168,0,0.0552,0,0.0264,0,0.0228,0,0.078,0,0.078,0.2161,0,0,0,0,0.0672,0,0.0384,0.042,61023,0.4293,0.5707,0.4853,0.0501,0.0686,0.1281,0.0005,0,3715,0,2454,0
165334,Clark University,www.clarku.edu,42.251064,-71.823537,0.5403,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.0394,0,0.0075,0.0338,0,0.0188,0,0,0,0,0.0169,0,0,0.0432,0.0019,0,0.1163,0.0188,0,0.0188,0,0.0056,0,0.0413,0,0.1651,0,0.0019,0.2627,0,0,0,0,0.075,0,0.0788,0.0544,48366,0.4118,0.5882,0.6007,0.038,0.0598,0.0674,0.0004,0.0009,2239,0,1610,0
166027,Harvard University,www.harvard.edu,42.374429,-71.118177,0.0596,2,700,800,710,800,720,800,750,755,760,32,35,33,35,32,35,8,10,34,34,34,9,1501,0,0.0071,0,0.0274,0,0,0.0482,0,0,0.0416,0,0.029,0,0,0.0274,0.023,0,0.1346,0.0712,0,0.0175,0,0.0159,0,0.0504,0,0.0487,0,0,0.3481,0,0,0,0,0.0274,0,0,0.0826,59950,0.5246,0.4754,0.4527,0.0681,0.0984,0.1801,0.0022,0.0006,7236,0,2138,0
166683,Massachusetts Institute of Technology,web.mit.edu/student/,42.360095,-71.092115,0.0788,7,680,770,740,800,690,780,725,770,735,33,35,33,35,34,36,8,10,34,34,35,9,1500,0,0,0.016,0,0.0019,0,0.2274,0,0,0.3877,0,0.0075,0,0,0.0019,0.0047,0,0.1019,0.0708,0,0.0368,0,0.0009,0,0.0849,0,0,0,0,0.0236,0,0,0,0,0.0019,0,0.0321,0,59020,0.5424,0.4576,0.3677,0.0561,0.1613,0.246,0.0018,0,4476,1,2139,0.001112347
167358,Northeastern University,www.northeastern.edu,42.339992,-71.088782,0.3222,42,660,740,680,760,640,730,700,720,685,31,33,30,34,29,34,NULL,NULL,32,32,32,NULL,1420,0,0.0139,0.0153,0.0009,0.0613,0,0.0292,0,0,0.1491,0.0003,0.0053,0,0,0.0147,0.0009,0,0.0769,0.0083,0,0,0,0.0035,0,0.013,0,0.0477,0.0283,0.0121,0.1144,0,0,0,0,0.0448,0.1424,0.2116,0.0062,57981,0.495,0.505,0.4913,0.0336,0.0675,0.1092,0.0004,0.0002,13492,154,2115,0.171301446
168148,Tufts University,www.tufts.edu,42.406994,-71.121689,0.1724,27,680,760,680,760,690,760,720,720,725,30,33,NULL,NULL,NULL,NULL,NULL,NULL,32,NULL,NULL,NULL,1423,0,0.0022,0.0065,0.0266,0,0,0.031,0,0,0.1109,0,0.0281,0.0295,0,0.0396,0,0,0.0835,0.0166,0,0.0742,0,0.0194,0,0.023,0,0.0871,0,0,0.3276,0,0,0,0,0.0799,0,0,0.0144,61000,0.4956,0.5044,0.575,0.0402,0.0671,0.1102,0.0004,0.0002,5143,1,2155,0.001112347
168421,Worcester Polytechnic Institute,www.wpi.edu,42.275067,-71.808792,0.4378,68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0.0544,0,0,0.7225,0,0,0,0,0,0.0023,0,0.0804,0.034,0,0.0294,0,0,0,0.0238,0,0.0023,0,0,0.0045,0,0,0,0,0,0,0.0464,0,57637,0.6772,0.3228,0.6216,0.0235,0.0791,0.0473,0.001,0,4123,0,1609,0
168740,Andrews University,www.andrews.edu,41.962914,-86.356866,0.3688,168,460,620,470,600,450,590,540,535,520,20,27,18,26,20,29,6,8,24,22,25,7,1081,0.0303,0,0.0278,0,0.0202,0,0.0101,0,0.0429,0.0328,0.0076,0.0581,0.048,0,0.0177,0.053,0,0.101,0.0051,0,0.0202,0.0101,0.0278,0.0303,0.0051,0,0.0556,0,0.0455,0.0152,0,0,0,0.0152,0.0581,0.149,0.1086,0.0051,35017,0.4383,0.5617,0.2732,0.2063,0.1332,0.1357,0.0018,0.0037,1629,2,49104,0.002224694
169248,Central Michigan University,www.cmich.edu,43.591137,-84.775275,0.6927,194,450,588,470,593,NULL,NULL,519,532,NULL,20,25,20,25,18,25,NULL,NULL,23,23,22,NULL,1050,0,0.0142,0,0,0.0763,0,0.0181,0,0.1111,0.0071,0.0194,0.0042,0.0368,0.0034,0.0189,0,0,0.0557,0.0064,0,0.0015,0.0988,0.0025,0,0.012,0,0.0672,0,0.0559,0.0625,0,0,0,0,0.0277,0.0723,0.2168,0.0113,21828,0.4382,0.5618,0.7954,0.0783,0.033,0.0095,0.0067,0.0006,20297,172,48859,0.191323693
171100,Michigan State University,www.msu.edu,42.73212,-84.476111,0.6609,85,430,580,540,690,460,570,505,615,515,23,28,23,29,23,28,8,9,26,26,26,9,1158,0.0479,0.0147,0.0052,0.0002,0.1093,0.0014,0.0099,0,0.0304,0.0613,0.0228,0.0135,0.0175,0.0102,0.0201,0.0045,0,0.1002,0.012,0,0.0178,0.0342,0.0017,0,0.0162,0,0.0462,0.0226,0.0114,0.1104,0.0009,0,0,0,0.0252,0.0518,0.1709,0.0097,24323,0.4975,0.5025,0.6813,0.0675,0.0384,0.0434,0.0021,0.0008,38395,899,48824,1
171128,Michigan Technological University,www.mtu.edu,47.1183,-88.546403,0.755,116,530,673,570,680,498,633,602,625,566,25,30,23,30,25,30,NULL,NULL,28,27,28,NULL,1244,0,0.0328,0,0,0.0227,0.0082,0.0628,0,0.0082,0.5823,0.0373,0.0055,0,0,0.0055,0.0009,0,0.0428,0.0118,0,0.0118,0.0246,0,0,0.0255,0,0.0136,0,0,0.0164,0,0,0,0,0.0018,0.0118,0.071,0.0027,25360,0.7477,0.2523,0.8538,0.0129,0.0178,0.0099,0.0056,0.0013,5576,14,49931,0.015572859
171571,Oakland University,www.oakland.edu,42.67449,-83.220523,0.67,230,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,26,20,26,19,26,NULL,NULL,23,23,23,NULL,1070,0,0.0075,0,0.0025,0.0866,0,0.0185,0,0.0678,0.043,0,0.017,0,0.0018,0.0398,0.033,0,0.0618,0.0032,0,0,0,0.0025,0,0.0067,0,0.0643,0.0057,0.0376,0.055,0,0,0,0,0.0302,0.2403,0.1558,0.0195,19385,0.418,0.582,0.7533,0.081,0.0299,0.0428,0.0036,0.001,16528,62,48309,0.068965517
172644,Wayne State University,www.wayne.edu,42.35861,-83.072864,0.7733,266,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,26,20,26,18,26,NULL,NULL,23,23,22,NULL,1070,0,0.0049,0,0.0062,0.0518,0,0.0151,0.0079,0.0692,0.0417,0.0102,0.0138,0.0285,0,0.0154,0,0,0.062,0.0059,0,0.0066,0,0.0033,0,0.0298,0,0.1387,0.0469,0.0397,0.0685,0,0,0,0,0.0738,0.0827,0.1646,0.0128,21021,0.4466,0.5534,0.5501,0.2072,0.0429,0.0784,0.0032,0.0014,17242,11,48202,0.012235818
172699,Western Michigan University,www.wmich.edu,42.282589,-85.61512,0.8406,173,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,25,18,25,19,25,NULL,NULL,22,22,22,NULL,1030,0,0.0034,0.0005,0.001,0.0505,0,0.018,0,0.0921,0.0617,0.0112,0.0112,0.0298,0,0.0191,0,0,0.0374,0.0042,0,0.0748,0.0264,0.0034,0,0.0071,0,0.0552,0.0293,0.0149,0.0319,0,0.0071,0,0.0259,0.0591,0.1072,0.2087,0.0086,22013,0.5023,0.4977,0.732,0.1204,0.051,0.0158,0.0043,0.0012,18450,199,49008,0.221357063
175856,Jackson State University,www.jsums.edu,32.296781,-90.20663,0.7047,219,410,520,400,520,NULL,NULL,465,460,NULL,17,21,16,22,16,20,NULL,NULL,19,19,18,NULL,911,0,0,0,0,0.0302,0,0.0183,0,0.2022,0.0494,0.0274,0.0009,0,0,0.022,0,0,0.0805,0.0027,0,0.0924,0,0,0,0.0311,0,0.054,0.0659,0.0704,0.0421,0,0,0,0,0.022,0.0567,0.1226,0.0091,19803,0.3725,0.6275,0.0415,0.9158,0.0036,0.0031,0.005,0,7160,16,39217,0.017797553
176017,University of Mississippi,www.olemiss.edu,34.362144,-89.539377,0.8122,149,480,590,490,590,NULL,NULL,535,540,NULL,21,27,21,30,20,27,NULL,NULL,24,26,24,NULL,1098,0,0,0,0.0032,0.0457,0,0.0047,0,0.0769,0.0406,0,0.0106,0,0.0056,0.0283,0.0524,0,0.0477,0.0047,0,0,0.0439,0.0021,0,0.0097,0,0.0501,0.0365,0.0454,0.0389,0,0,0,0,0.0236,0.1776,0.2324,0.0194,22444,0.438,0.562,0.7735,0.1454,0.0284,0.0157,0.0029,0.0011,17809,50,38677,0.055617353
176080,Mississippi State University,www.msstate.edu,33.454809,-88.788979,0.7102,156,490,630,500,640,NULL,NULL,560,570,NULL,21,28,21,30,15,27,NULL,NULL,25,26,21,NULL,1126,0.0513,0.0212,0.0178,0,0.0439,0,0.0104,0,0.1803,0.1287,0.0181,0.0071,0.0163,0,0.012,0.0028,0,0.0584,0.0037,0,0.0547,0,0.004,0,0.0313,0,0.055,0,0.0108,0.0464,0,0,0,0,0.0197,0.0074,0.1871,0.0117,21581,0.5144,0.4856,0.7217,0.2012,0.022,0.0121,0.0051,0.0007,15800,107,39762,0.119021135
176372,University of Southern Mississippi,www.usm.edu,31.327499,-89.33791,0.6674,259,450,560,460,555,NULL,NULL,505,508,NULL,19,25,17,24,19,27,NULL,NULL,22,21,23,NULL,1029,0,0,0.0033,0.0016,0.0462,0,0.0209,0,0.1117,0,0.0311,0.0074,0.0266,0.0082,0.0237,0,0.0029,0.0573,0.0078,0,0.0389,0.0372,0.002,0,0.0151,0,0.0683,0.0499,0.0262,0.0348,0,0,0,0,0.0495,0.1382,0.1681,0.0233,19493,0.3629,0.6371,0.6135,0.3061,0.0335,0.0121,0.0034,0.0012,11939,13,39406,0.014460512
179159,Saint Louis University,www.slu.edu,38.636516,-90.23343,0.6108,99,530,650,560,670,NULL,NULL,590,615,NULL,25,30,25,32,24,29,NULL,NULL,28,29,27,NULL,1239,0,0.0047,0,0.0021,0.0399,0,0.0131,0,0.0263,0.0652,0,0.0116,0,0,0.0158,0.0079,0,0.0762,0.0068,0,0,0.0489,0.0047,0.0053,0.0163,0,0.052,0.0126,0.0152,0.0389,0,0,0,0.0079,0.0116,0.2706,0.238,0.0084,52310,0.4097,0.5903,0.6652,0.0697,0.0404,0.0828,0.0006,0,7822,4,63103,0.004449388
